strain	transcript	ens_gene	ext_gene	expression	pSTR	str_genotype	genotype	STRallele
JU2017	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.3092604600139	STR_13795	STR length	30	REF
JU2106	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.76445814662262	STR_13795	STR length	30	REF
JU2141	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.33929597274838	STR_13795	STR length	30	REF
JU2257	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.09859572215967	STR_13795	STR length	30	REF
JU2478	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.86590870849395	STR_13795	STR length	30	REF
JU2513	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.27432598908722	STR_13795	STR length	30	REF
JU2534	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.99689129923242	STR_13795	STR length	30	REF
JU2565	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.89933521899405	STR_13795	STR length	30	REF
JU2566	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.6852699476932	STR_13795	STR length	30	REF
JU2572	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.49617187299656	STR_13795	STR length	30	REF
JU2575	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.00111411836355	STR_13795	STR length	30	REF
JU2576	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23847977147678	STR_13795	STR length	30	REF
JU2578	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.04863667726246	STR_13795	STR length	30	REF
JU2581	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.97011859328414	STR_13795	STR length	30	REF
JU2592	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.51298744995365	STR_13795	STR length	30	REF
JU2600	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.39506035124729	STR_13795	STR length	30	REF
JU2610	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.28131582097137	STR_13795	STR length	30	REF
JU2811	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.21916749962066	STR_13795	STR length	30	REF
JU2838	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.41816304988974	STR_13795	STR length	30	REF
JU2841	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.1500518937861	STR_13795	STR length	30	REF
JU2862	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.0724817368784	STR_13795	STR length	30	REF
JU2866	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23931814660425	STR_13795	STR length	30	REF
JU2879	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.0008607005693	STR_13795	STR length	30	REF
JU2906	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.33476832934701	STR_13795	STR length	30	REF
JU2907	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.8055824752343	STR_13795	STR length	30	REF
JU310	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.00735949091887	STR_13795	STR length	30	REF
JU3128	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.76676660360846	STR_13795	STR length	30	REF
JU3132	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.81625851699479	STR_13795	STR length	30	REF
JU3134	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23347379254678	STR_13795	STR length	30	REF
JU323	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.69470986422402	STR_13795	STR length	30	REF
JU360	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.38454281838164	STR_13795	STR length	30	REF
JU367	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.95957150557479	STR_13795	STR length	30	REF
JU394	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.92549639688791	STR_13795	STR length	30	REF
JU440	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.39266960735216	STR_13795	STR length	30	REF
JU782	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.10032172247195	STR_13795	STR length	30	REF
JU830	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.97321252743761	STR_13795	STR length	30	REF
JU847	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.97173718014895	STR_13795	STR length	30	REF
KR314	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.9803983370778	STR_13795	STR length	30	REF
MY16	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.15336574085553	STR_13795	STR length	30	REF
MY18	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.96609804557341	STR_13795	STR length	30	REF
MY1	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.63549545113239	STR_13795	STR length	30	REF
MY2147	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.1244183221115	STR_13795	STR length	30	REF
MY2212	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.01094429089582	STR_13795	STR length	30	REF
MY2573	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23292771986659	STR_13795	STR length	30	REF
MY2585	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.98686972681216	STR_13795	STR length	30	REF
MY2713	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.2887385307428	STR_13795	STR length	30	REF
MY518	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.9611719352089	STR_13795	STR length	30	REF
MY772	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.01098982743099	STR_13795	STR length	30	REF
MY795	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.01465824167768	STR_13795	STR length	30	REF
MY920	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.01248413638805	STR_13795	STR length	30	REF
N2	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23259406595963	STR_13795	STR length	30	REF
NIC199	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.91152400900888	STR_13795	STR length	30	REF
NIC207	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.02085906370178	STR_13795	STR length	30	REF
NIC242	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.99255727217678	STR_13795	STR length	30	REF
NIC251	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.13233282926576	STR_13795	STR length	30	REF
NIC252	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.46505659970617	STR_13795	STR length	30	REF
NIC255	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.25627544761836	STR_13795	STR length	30	REF
NIC265	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.51414843369644	STR_13795	STR length	30	REF
NIC266	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.3146216031164	STR_13795	STR length	30	REF
NIC267	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.3588775034055	STR_13795	STR length	30	REF
NIC268	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.57034144870935	STR_13795	STR length	30	REF
NIC277	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.69490536434934	STR_13795	STR length	30	REF
NIC2	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.96344926861726	STR_13795	STR length	30	REF
NIC501	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.27154640662592	STR_13795	STR length	30	REF
NIC511	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.21724197578216	STR_13795	STR length	30	REF
NIC515	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.99168451968255	STR_13795	STR length	30	REF
NIC523	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.41596744494097	STR_13795	STR length	30	REF
NIC526	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.785891333703	STR_13795	STR length	30	REF
NIC527	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.37696340799836	STR_13795	STR length	30	REF
NIC528	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.3443105971745	STR_13795	STR length	30	REF
NIC529	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.04966219267352	STR_13795	STR length	30	REF
PS2025	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.87965259613237	STR_13795	STR length	30	REF
PX179	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.85555536870907	STR_13795	STR length	30	REF
QG2075	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23135979489811	STR_13795	STR length	30	REF
QG556	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.42079774678762	STR_13795	STR length	30	REF
QW947	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.50257339014329	STR_13795	STR length	30	REF
QX1212	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.02328426655512	STR_13795	STR length	30	REF
QX1233	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.65934941307068	STR_13795	STR length	30	REF
QX1791	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.73906623215224	STR_13795	STR length	30	REF
QX1794	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.19614185619324	STR_13795	STR length	30	REF
WN2050	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.00194464237832	STR_13795	STR length	30	REF
XZ1513	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.06258848733903	STR_13795	STR length	30	REF
XZ1515	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.44344901264786	STR_13795	STR length	30	REF
BRC20067	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.37020455628133	STR_13795	STR length	13	ALT
CX11271	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.52345986287608	STR_13795	STR length	13	ALT
CX11285	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.414637870731	STR_13795	STR length	13	ALT
ECA372	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.28508372433581	STR_13795	STR length	13	ALT
ED3040	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.06575987111556	STR_13795	STR length	13	ALT
ED3048	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.50196097345886	STR_13795	STR length	13	ALT
ED3049	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.05377869291624	STR_13795	STR length	13	ALT
ED3052	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.29533619686695	STR_13795	STR length	13	ALT
GXW1	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.48063574951548	STR_13795	STR length	13	ALT
JU1088	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.39517471302647	STR_13795	STR length	13	ALT
JU1242	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.46313741769868	STR_13795	STR length	13	ALT
JU1409	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.35853656652504	STR_13795	STR length	13	ALT
JU1491	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.28472842967599	STR_13795	STR length	13	ALT
JU2001	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.04784182189982	STR_13795	STR length	13	ALT
JU2131	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.10428460551417	STR_13795	STR length	13	ALT
JU2234	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.49689472356943	STR_13795	STR length	13	ALT
JU2250	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.55377713333142	STR_13795	STR length	13	ALT
JU2464	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.94603239833338	STR_13795	STR length	13	ALT
JU2466	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23948256174252	STR_13795	STR length	13	ALT
JU2522	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.08493028006529	STR_13795	STR length	13	ALT
JU2526	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.61867284481496	STR_13795	STR length	13	ALT
JU2570	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.88325295698678	STR_13795	STR length	13	ALT
JU2586	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.15574665873245	STR_13795	STR length	13	ALT
JU2619	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.16452813755015	STR_13795	STR length	13	ALT
JU2853	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.34871229320553	STR_13795	STR length	13	ALT
JU3140	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.33939596774886	STR_13795	STR length	13	ALT
JU397	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.23164695469805	STR_13795	STR length	13	ALT
JU774	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.69559813730137	STR_13795	STR length	13	ALT
JU775	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.36089185219589	STR_13795	STR length	13	ALT
JU778	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.93969513769296	STR_13795	STR length	13	ALT
JU792	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.40698950149234	STR_13795	STR length	13	ALT
LKC34	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.41788830567261	STR_13795	STR length	13	ALT
MY10	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.9586186916326	STR_13795	STR length	13	ALT
NIC1	Y39E4A.3a.2	WBGene00012713	bckd-1A	6.05426874645783	STR_13795	STR length	13	ALT
NIC231	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.51922678620108	STR_13795	STR length	13	ALT
NIC236	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.21072440733133	STR_13795	STR length	13	ALT
NIC256	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.97773831981132	STR_13795	STR length	13	ALT
NIC258	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.75220452038517	STR_13795	STR length	13	ALT
NIC260	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.22393253248465	STR_13795	STR length	13	ALT
NIC261	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.5714261211424	STR_13795	STR length	13	ALT
NIC271	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.08207872395167	STR_13795	STR length	13	ALT
NIC274	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.4865608908131	STR_13795	STR length	13	ALT
NIC275	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.80726418768549	STR_13795	STR length	13	ALT
NIC276	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.0947191068676	STR_13795	STR length	13	ALT
NIC513	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.46733418027246	STR_13795	STR length	13	ALT
NIC514	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.43659748674593	STR_13795	STR length	13	ALT
QX1792	Y39E4A.3a.2	WBGene00012713	bckd-1A	5.65168937767547	STR_13795	STR length	13	ALT
QX1793	Y39E4A.3a.2	WBGene00012713	bckd-1A	4.7527983030775	STR_13795	STR length	13	ALT
AB1	R107.6b.1	WBGene00000549	cls-2	4.54911350913523	STR_13795	STR length	30	REF
BRC20263	R107.6b.1	WBGene00000549	cls-2	4.86832436220498	STR_13795	STR length	30	REF
CB4852	R107.6b.1	WBGene00000549	cls-2	4.38990321043456	STR_13795	STR length	30	REF
CB4856	R107.6b.1	WBGene00000549	cls-2	4.12653196240645	STR_13795	STR length	30	REF
CX11254	R107.6b.1	WBGene00000549	cls-2	4.40946258006274	STR_13795	STR length	30	REF
CX11262	R107.6b.1	WBGene00000549	cls-2	4.52861865671595	STR_13795	STR length	30	REF
CX11264	R107.6b.1	WBGene00000549	cls-2	4.31084270470085	STR_13795	STR length	30	REF
CX11276	R107.6b.1	WBGene00000549	cls-2	4.29726374582796	STR_13795	STR length	30	REF
CX11292	R107.6b.1	WBGene00000549	cls-2	4.34680102454408	STR_13795	STR length	30	REF
CX11307	R107.6b.1	WBGene00000549	cls-2	4.08782252042155	STR_13795	STR length	30	REF
CX11314	R107.6b.1	WBGene00000549	cls-2	4.58533290984691	STR_13795	STR length	30	REF
DL200	R107.6b.1	WBGene00000549	cls-2	4.62300531477168	STR_13795	STR length	30	REF
DL226	R107.6b.1	WBGene00000549	cls-2	4.37106702625568	STR_13795	STR length	30	REF
ECA189	R107.6b.1	WBGene00000549	cls-2	4.1189319110525	STR_13795	STR length	30	REF
CB4855	R107.6b.1	WBGene00000549	cls-2	4.59504128868131	STR_13795	STR length	30	REF
CB4857	R107.6b.1	WBGene00000549	cls-2	4.36045185402744	STR_13795	STR length	30	REF
CB4858	R107.6b.1	WBGene00000549	cls-2	4.45621699763808	STR_13795	STR length	30	REF
PB306	R107.6b.1	WBGene00000549	cls-2	4.8795503203552	STR_13795	STR length	30	REF
ECA349	R107.6b.1	WBGene00000549	cls-2	4.3767986120585	STR_13795	STR length	30	REF
ECA363	R107.6b.1	WBGene00000549	cls-2	4.17512030973858	STR_13795	STR length	30	REF
ECA592	R107.6b.1	WBGene00000549	cls-2	4.3950080671787	STR_13795	STR length	30	REF
ECA594	R107.6b.1	WBGene00000549	cls-2	4.32866909439334	STR_13795	STR length	30	REF
ECA703	R107.6b.1	WBGene00000549	cls-2	3.91888063974927	STR_13795	STR length	30	REF
ECA705	R107.6b.1	WBGene00000549	cls-2	4.24519871487156	STR_13795	STR length	30	REF
ECA710	R107.6b.1	WBGene00000549	cls-2	3.89391006696885	STR_13795	STR length	30	REF
ECA738	R107.6b.1	WBGene00000549	cls-2	4.44573688159688	STR_13795	STR length	30	REF
ECA743	R107.6b.1	WBGene00000549	cls-2	4.36837497447848	STR_13795	STR length	30	REF
ECA745	R107.6b.1	WBGene00000549	cls-2	4.21869283445301	STR_13795	STR length	30	REF
ECA777	R107.6b.1	WBGene00000549	cls-2	3.80950849712036	STR_13795	STR length	30	REF
ECA812	R107.6b.1	WBGene00000549	cls-2	3.74465486260067	STR_13795	STR length	30	REF
ECA923	R107.6b.1	WBGene00000549	cls-2	4.357583328867	STR_13795	STR length	30	REF
ED3005	R107.6b.1	WBGene00000549	cls-2	4.56471682586223	STR_13795	STR length	30	REF
ED3017	R107.6b.1	WBGene00000549	cls-2	4.60454297500707	STR_13795	STR length	30	REF
ED3073	R107.6b.1	WBGene00000549	cls-2	4.54744424326875	STR_13795	STR length	30	REF
ED3077	R107.6b.1	WBGene00000549	cls-2	4.6292134862886	STR_13795	STR length	30	REF
EG4347	R107.6b.1	WBGene00000549	cls-2	4.36751917546218	STR_13795	STR length	30	REF
EG4724	R107.6b.1	WBGene00000549	cls-2	4.50640990259899	STR_13795	STR length	30	REF
EG4946	R107.6b.1	WBGene00000549	cls-2	4.29105220548492	STR_13795	STR length	30	REF
JT11398	R107.6b.1	WBGene00000549	cls-2	4.3732646273501	STR_13795	STR length	30	REF
JU1172	R107.6b.1	WBGene00000549	cls-2	4.52299787899497	STR_13795	STR length	30	REF
JU1200	R107.6b.1	WBGene00000549	cls-2	4.25020768713919	STR_13795	STR length	30	REF
JU1212	R107.6b.1	WBGene00000549	cls-2	4.63185865767974	STR_13795	STR length	30	REF
JU1246	R107.6b.1	WBGene00000549	cls-2	4.67218101731198	STR_13795	STR length	30	REF
JU1395	R107.6b.1	WBGene00000549	cls-2	4.603241774368	STR_13795	STR length	30	REF
JU1440	R107.6b.1	WBGene00000549	cls-2	4.64336867530551	STR_13795	STR length	30	REF
JU1530	R107.6b.1	WBGene00000549	cls-2	4.04398757425907	STR_13795	STR length	30	REF
JU1543	R107.6b.1	WBGene00000549	cls-2	4.40535213133131	STR_13795	STR length	30	REF
JU1581	R107.6b.1	WBGene00000549	cls-2	4.2612438869245	STR_13795	STR length	30	REF
JU1586	R107.6b.1	WBGene00000549	cls-2	4.12451231888838	STR_13795	STR length	30	REF
JU1652	R107.6b.1	WBGene00000549	cls-2	4.2065867725394	STR_13795	STR length	30	REF
JU1666	R107.6b.1	WBGene00000549	cls-2	4.54204826816491	STR_13795	STR length	30	REF
JU1792	R107.6b.1	WBGene00000549	cls-2	4.14386342363221	STR_13795	STR length	30	REF
JU1793	R107.6b.1	WBGene00000549	cls-2	4.3285613250282	STR_13795	STR length	30	REF
JU1808	R107.6b.1	WBGene00000549	cls-2	4.31272632300971	STR_13795	STR length	30	REF
JU1896	R107.6b.1	WBGene00000549	cls-2	4.33713902069246	STR_13795	STR length	30	REF
JU1934	R107.6b.1	WBGene00000549	cls-2	4.80128329973578	STR_13795	STR length	30	REF
JU2007	R107.6b.1	WBGene00000549	cls-2	4.75840277974128	STR_13795	STR length	30	REF
JU2016	R107.6b.1	WBGene00000549	cls-2	4.8403052667768	STR_13795	STR length	30	REF
JU2017	R107.6b.1	WBGene00000549	cls-2	4.62771867324252	STR_13795	STR length	30	REF
JU2106	R107.6b.1	WBGene00000549	cls-2	4.60864429013101	STR_13795	STR length	30	REF
JU2141	R107.6b.1	WBGene00000549	cls-2	4.33983476208903	STR_13795	STR length	30	REF
JU2257	R107.6b.1	WBGene00000549	cls-2	4.3375644422057	STR_13795	STR length	30	REF
JU2478	R107.6b.1	WBGene00000549	cls-2	4.21088545662595	STR_13795	STR length	30	REF
JU2513	R107.6b.1	WBGene00000549	cls-2	4.67949978100925	STR_13795	STR length	30	REF
JU2534	R107.6b.1	WBGene00000549	cls-2	4.50798797033023	STR_13795	STR length	30	REF
JU2565	R107.6b.1	WBGene00000549	cls-2	4.4317016607887	STR_13795	STR length	30	REF
JU2566	R107.6b.1	WBGene00000549	cls-2	4.44334967144218	STR_13795	STR length	30	REF
JU2572	R107.6b.1	WBGene00000549	cls-2	4.44459316597256	STR_13795	STR length	30	REF
JU2575	R107.6b.1	WBGene00000549	cls-2	4.23267712117545	STR_13795	STR length	30	REF
JU2576	R107.6b.1	WBGene00000549	cls-2	4.33441236632494	STR_13795	STR length	30	REF
JU2578	R107.6b.1	WBGene00000549	cls-2	4.55616000015429	STR_13795	STR length	30	REF
JU2581	R107.6b.1	WBGene00000549	cls-2	4.28029579374082	STR_13795	STR length	30	REF
JU2592	R107.6b.1	WBGene00000549	cls-2	4.2983104271709	STR_13795	STR length	30	REF
JU2600	R107.6b.1	WBGene00000549	cls-2	4.4802684005695	STR_13795	STR length	30	REF
JU2610	R107.6b.1	WBGene00000549	cls-2	4.14690635688888	STR_13795	STR length	30	REF
JU2811	R107.6b.1	WBGene00000549	cls-2	4.92060015956323	STR_13795	STR length	30	REF
JU2838	R107.6b.1	WBGene00000549	cls-2	4.09203292821025	STR_13795	STR length	30	REF
JU2841	R107.6b.1	WBGene00000549	cls-2	4.35613525465924	STR_13795	STR length	30	REF
JU2862	R107.6b.1	WBGene00000549	cls-2	4.46709531841544	STR_13795	STR length	30	REF
JU2866	R107.6b.1	WBGene00000549	cls-2	4.2924083769657	STR_13795	STR length	30	REF
JU2879	R107.6b.1	WBGene00000549	cls-2	4.23859118578083	STR_13795	STR length	30	REF
JU2906	R107.6b.1	WBGene00000549	cls-2	4.41748839626321	STR_13795	STR length	30	REF
JU2907	R107.6b.1	WBGene00000549	cls-2	4.39140379767718	STR_13795	STR length	30	REF
JU310	R107.6b.1	WBGene00000549	cls-2	4.27420331176762	STR_13795	STR length	30	REF
JU3128	R107.6b.1	WBGene00000549	cls-2	4.2350499657136	STR_13795	STR length	30	REF
JU3132	R107.6b.1	WBGene00000549	cls-2	4.41126981404801	STR_13795	STR length	30	REF
JU3134	R107.6b.1	WBGene00000549	cls-2	4.60652387103303	STR_13795	STR length	30	REF
JU323	R107.6b.1	WBGene00000549	cls-2	4.32812903310957	STR_13795	STR length	30	REF
JU360	R107.6b.1	WBGene00000549	cls-2	4.60142418474572	STR_13795	STR length	30	REF
JU367	R107.6b.1	WBGene00000549	cls-2	4.21870580522683	STR_13795	STR length	30	REF
JU394	R107.6b.1	WBGene00000549	cls-2	4.59635752334784	STR_13795	STR length	30	REF
JU440	R107.6b.1	WBGene00000549	cls-2	4.50585631583737	STR_13795	STR length	30	REF
JU782	R107.6b.1	WBGene00000549	cls-2	4.46291490426398	STR_13795	STR length	30	REF
JU830	R107.6b.1	WBGene00000549	cls-2	4.49567988392918	STR_13795	STR length	30	REF
JU847	R107.6b.1	WBGene00000549	cls-2	4.68152331706365	STR_13795	STR length	30	REF
KR314	R107.6b.1	WBGene00000549	cls-2	4.61391584514135	STR_13795	STR length	30	REF
MY16	R107.6b.1	WBGene00000549	cls-2	4.39741499184891	STR_13795	STR length	30	REF
MY18	R107.6b.1	WBGene00000549	cls-2	4.56111033740247	STR_13795	STR length	30	REF
MY1	R107.6b.1	WBGene00000549	cls-2	3.69362738788866	STR_13795	STR length	30	REF
MY2147	R107.6b.1	WBGene00000549	cls-2	4.45105992223257	STR_13795	STR length	30	REF
MY2212	R107.6b.1	WBGene00000549	cls-2	4.41611091971206	STR_13795	STR length	30	REF
MY2573	R107.6b.1	WBGene00000549	cls-2	4.29516274559345	STR_13795	STR length	30	REF
MY2585	R107.6b.1	WBGene00000549	cls-2	4.51240225971461	STR_13795	STR length	30	REF
MY2713	R107.6b.1	WBGene00000549	cls-2	4.50488344642587	STR_13795	STR length	30	REF
MY518	R107.6b.1	WBGene00000549	cls-2	4.7087969226182	STR_13795	STR length	30	REF
MY772	R107.6b.1	WBGene00000549	cls-2	4.47815060485715	STR_13795	STR length	30	REF
MY795	R107.6b.1	WBGene00000549	cls-2	4.62357660058932	STR_13795	STR length	30	REF
MY920	R107.6b.1	WBGene00000549	cls-2	4.45458777339948	STR_13795	STR length	30	REF
N2	R107.6b.1	WBGene00000549	cls-2	4.27982774798817	STR_13795	STR length	30	REF
NIC199	R107.6b.1	WBGene00000549	cls-2	4.02734908617044	STR_13795	STR length	30	REF
NIC207	R107.6b.1	WBGene00000549	cls-2	4.56306691843107	STR_13795	STR length	30	REF
NIC242	R107.6b.1	WBGene00000549	cls-2	4.47234649101466	STR_13795	STR length	30	REF
NIC251	R107.6b.1	WBGene00000549	cls-2	4.50534241135753	STR_13795	STR length	30	REF
NIC252	R107.6b.1	WBGene00000549	cls-2	4.28345079484711	STR_13795	STR length	30	REF
NIC255	R107.6b.1	WBGene00000549	cls-2	4.50257398462657	STR_13795	STR length	30	REF
NIC265	R107.6b.1	WBGene00000549	cls-2	4.6643420569265	STR_13795	STR length	30	REF
NIC266	R107.6b.1	WBGene00000549	cls-2	4.45417424252831	STR_13795	STR length	30	REF
NIC267	R107.6b.1	WBGene00000549	cls-2	4.34562528645045	STR_13795	STR length	30	REF
NIC268	R107.6b.1	WBGene00000549	cls-2	3.98664698855104	STR_13795	STR length	30	REF
NIC277	R107.6b.1	WBGene00000549	cls-2	4.92453274469832	STR_13795	STR length	30	REF
NIC2	R107.6b.1	WBGene00000549	cls-2	4.4524589151937	STR_13795	STR length	30	REF
NIC501	R107.6b.1	WBGene00000549	cls-2	4.2558348784714	STR_13795	STR length	30	REF
NIC511	R107.6b.1	WBGene00000549	cls-2	4.5062094128018	STR_13795	STR length	30	REF
NIC515	R107.6b.1	WBGene00000549	cls-2	4.66838301294713	STR_13795	STR length	30	REF
NIC523	R107.6b.1	WBGene00000549	cls-2	4.19643656270984	STR_13795	STR length	30	REF
NIC526	R107.6b.1	WBGene00000549	cls-2	4.46954383592091	STR_13795	STR length	30	REF
NIC527	R107.6b.1	WBGene00000549	cls-2	4.33531186006375	STR_13795	STR length	30	REF
NIC528	R107.6b.1	WBGene00000549	cls-2	4.02240658517564	STR_13795	STR length	30	REF
NIC529	R107.6b.1	WBGene00000549	cls-2	4.35758899595785	STR_13795	STR length	30	REF
PS2025	R107.6b.1	WBGene00000549	cls-2	4.31465216205095	STR_13795	STR length	30	REF
PX179	R107.6b.1	WBGene00000549	cls-2	4.44881127076758	STR_13795	STR length	30	REF
QG2075	R107.6b.1	WBGene00000549	cls-2	4.37151995207685	STR_13795	STR length	30	REF
QG556	R107.6b.1	WBGene00000549	cls-2	4.33958023406374	STR_13795	STR length	30	REF
QW947	R107.6b.1	WBGene00000549	cls-2	4.48152844148114	STR_13795	STR length	30	REF
QX1212	R107.6b.1	WBGene00000549	cls-2	4.62049756470048	STR_13795	STR length	30	REF
QX1233	R107.6b.1	WBGene00000549	cls-2	4.53065538928331	STR_13795	STR length	30	REF
QX1791	R107.6b.1	WBGene00000549	cls-2	4.64200550061576	STR_13795	STR length	30	REF
